Price,Year,Kilometer,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Make,Location,Fuel Type
599000,2020,35000,3805.0,1680.0,1520.0,5.0,37.0,Hyundai,Kolkata,Petrol
2980000,2019,92000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Lucknow,Diesel
3500000,2018,18000,4726.0,1842.0,1427.0,5.0,54.0,Audi,Mumbai,Petrol
400000,2016,50000,3955.0,1694.0,1544.0,5.0,40.0,Honda,Kolkata,Petrol
6975000,2022,2000,4658.0,1890.0,1644.0,5.0,66.0,Mercedes-Benz,Karnal,Petrol
5400000,2016,16000,4819.0,2141.0,1796.0,5.0,93.0,Mercedes-Benz,Karnal,Diesel
3700000,2015,103890,5120.0,1934.0,1850.0,7.0,100.0,Mercedes-Benz,Lucknow,Diesel
445000,2018,71000,3600.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Ludhiana,Petrol
1475000,2021,12000,3985.0,1820.0,1844.0,4.0,57.0,Mahindra,Ludhiana,Diesel
2800000,2016,93000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Mohali,Diesel
190000,2013,63000,3495.0,1550.0,1500.0,5.0,32.0,Hyundai,Ludhiana,Petrol
600000,2020,10000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Meerut,Petrol
1835000,2020,33828,4315.0,1800.0,1645.0,5.0,50.0,Kia,Mumbai,Diesel
715000,2017,71000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Delhi,Diesel
2540000,2022,18000,4695.0,1890.0,1755.0,7.0,60.0,Mahindra,Delhi,Diesel
425000,2015,48000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Delhi,Petrol
795000,2022,4000,3995.0,1775.0,1505.0,5.0,37.0,Hyundai,Kanpur,Petrol
269000,2010,73000,4420.0,1695.0,1480.0,5.0,42.0,Honda,Delhi,Petrol
1450000,2013,170669,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Mumbai,Diesel
565000,2014,68000,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Lucknow,Diesel
2550000,2015,70000,4899.0,2094.0,1464.0,5.0,65.0,BMW,Coimbatore,Diesel
529000,2015,57654,3995.0,1760.0,1555.0,5.0,45.0,Hyundai,Zirakpur,Petrol
400000,2019,22000,3545.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Ludhiana,Petrol
975000,2019,41792,4445.0,1775.0,1700.0,6.0,45.0,Maruti Suzuki,Pune,Petrol
2600000,2017,41000,4439.0,1821.0,1612.0,5.0,51.0,BMW,Hyderabad,Diesel
2390000,2013,107021,5120.0,1934.0,1850.0,7.0,100.0,Mercedes-Benz,Delhi,Diesel
1550000,2019,17000,4315.0,1800.0,1645.0,5.0,50.0,Kia,Bangalore,Petrol
430000,2019,57993,3545.0,1490.0,1475.0,5.0,35.0,Maruti Suzuki,Hyderabad,Petrol
600000,2018,32000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Mohali,Petrol
1650000,2018,25914,4620.0,1775.0,1475.0,5.0,55.0,Toyota,Pune,Petrol
9400000,2022,4500,5064.0,1970.0,1703.0,7.0,85.0,Audi,Delhi,Petrol
250000,2014,114000,3620.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Aurangabad,Petrol
994999,2016,105000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Mumbai,Diesel
675000,2016,45000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Jalandhar,Diesel
455000,2014,30183,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Mumbai,Petrol
345000,2016,73190,3599.0,1495.0,1700.0,5.0,35.0,Maruti Suzuki,Nagpur,Petrol
4700000,2022,13120,4447.0,1821.0,1598.0,5.0,51.0,BMW,Pune,Petrol
700000,2014,64000,4530.0,1775.0,1470.0,5.0,56.0,Hyundai,Dehradun,Petrol
499000,2014,140000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Hyderabad,Diesel
590000,2015,39000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Delhi,Petrol
490000,2014,56918,3825.0,1665.0,1530.0,5.0,41.0,Nissan,Coimbatore,Petrol
695000,2018,55000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Delhi,Diesel
1025000,2019,42000,3995.0,1770.0,1605.0,5.0,45.0,Hyundai,Mumbai,Diesel
3375000,2021,25000,4701.0,1839.0,1674.0,7.0,60.0,Volkswagen,Mumbai,Petrol
2250000,2019,28000,4735.0,1830.0,1795.0,8.0,55.0,Toyota,Pune,Diesel
2650000,2018,43000,4424.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Mumbai,Diesel
715000,2021,16000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Delhi,Petrol
1200000,2019,27657,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Kolkata,Diesel
275000,2012,30000,3515.0,1500.0,1510.0,5.0,32.0,Hyundai,Indore,Petrol
445000,2012,111000,4440.0,1695.0,1485.0,5.0,42.0,Honda,Ernakulam,Petrol
1850000,2016,37600,4299.0,1780.0,1433.0,4.0,50.0,Mercedes-Benz,Pune,Diesel
665000,2017,48000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Delhi,Diesel
1090000,2019,37000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Hyderabad,Diesel
5500000,2015,54000,5246.0,1899.0,1494.0,5.0,70.0,Mercedes-Benz,Faridabad,Diesel
2400000,2017,81802,4933.0,1874.0,1455.0,5.0,75.0,Audi,Nashik,Diesel
1085000,2018,45915,4440.0,1729.0,1475.0,5.0,45.0,Hyundai,Mumbai,Diesel
2140000,2021,24000,4500.0,1790.0,1675.0,6.0,50.0,Hyundai,Mumbai,Petrol
795000,2019,22224,3995.0,1695.0,1501.0,5.0,35.0,Honda,Pune,Petrol
628000,2018,53848,3995.0,1695.0,1501.0,5.0,35.0,Honda,Delhi,Petrol
1550000,2013,104264,4633.0,1811.0,1429.0,5.0,57.0,BMW,Hyderabad,Diesel
2400000,2016,61159,4879.0,1854.0,1474.0,5.0,80.0,Mercedes-Benz,Mumbai,Petrol
595000,2015,72000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Meerut,Petrol
3450000,2016,29000,4465.0,1900.0,1635.0,5.0,57.0,Land Rover,Delhi,Diesel
819999,2018,42000,3999.0,1734.0,1601.0,5.0,40.0,Honda,Chennai,Petrol
1490000,2012,40000,4629.0,1898.0,1653.0,5.0,75.0,Audi,Raipur,Diesel
950000,2020,57400,3995.0,1821.0,1627.0,5.0,42.0,Mahindra,Agra,Diesel
3750000,2019,13500,5067.0,2091.0,1457.0,5.0,66.0,Jaguar,Delhi,Diesel
4950000,2021,12400,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Pune,Petrol
2950000,2021,38000,4405.0,1818.0,1640.0,5.0,60.0,Jeep,Pune,Diesel
1625000,2019,7000,4655.0,1835.0,1760.0,5.0,60.0,MG,Pune,Petrol
1290000,2012,121000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Ludhiana,Diesel
625000,2015,76000,3775.0,1695.0,1510.0,5.0,45.0,Toyota,Pune,Diesel
1490000,2018,50000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Chennai,Diesel
325000,2013,46721,3565.0,1595.0,1550.0,5.0,35.0,Hyundai,Thane,Petrol
1190000,2017,41470,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Delhi,Diesel
625000,2013,170000,4430.0,1817.0,1975.0,8.0,60.0,Mahindra,Salem,Diesel
5375000,2014,80000,4879.0,2073.0,1780.0,5.0,77.0,Land Rover,Delhi,Diesel
1138000,2018,6000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Mumbai,Petrol
4250000,2021,17000,4701.0,1826.0,1427.0,5.0,63.0,Audi,Mumbai,Petrol
365000,2014,31000,3610.0,1680.0,1500.0,5.0,35.0,Honda,Kharar,Petrol
475000,2014,73265,4597.0,1788.0,1477.0,5.0,60.0,Chevrolet,Delhi,Diesel
1225000,2019,47000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Jalandhar,Diesel
725000,2017,42000,4296.0,1695.0,1685.0,7.0,45.0,Maruti Suzuki,Delhi,Diesel
2450000,2017,25000,4417.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Mumbai,Diesel
225000,2009,140000,4800.0,1832.0,1485.0,5.0,70.0,Hyundai,Yamunanagar,Diesel
695000,2018,68818,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
2200000,2018,57000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Pune,Diesel
950000,2020,39000,3995.0,1695.0,1501.0,5.0,35.0,Honda,Ludhiana,Diesel
2598000,2022,12050,4735.0,1830.0,1795.0,7.0,65.0,Toyota,Delhi,Petrol
585000,2017,24100,3955.0,1694.0,1544.0,5.0,40.0,Honda,Mumbai,Petrol
434999,2017,23000,3995.0,1695.0,1525.0,5.0,42.0,Ford,Delhi,Petrol
295000,2009,185000,3760.0,1690.0,1530.0,5.0,43.0,Maruti Suzuki,Coimbatore,Diesel
910000,2019,76000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Hyderabad,Diesel
565000,2020,47000,3695.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Hyderabad,Petrol
1050000,2021,1910,3995.0,1790.0,1640.0,5.0,48.0,Toyota,Varanasi,Petrol
990000,2019,23000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Ahmedabad,Diesel
2590000,2020,36978,4456.0,1796.0,1416.0,5.0,50.0,Audi,Chandigarh,Diesel
1000000,2016,33000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Rudrapur,Diesel
254999,2012,18954,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Patna,Petrol
598000,2015,58200,4370.0,1700.0,1475.0,5.0,43.0,Hyundai,Navi Mumbai,Petrol
560000,2016,80000,3985.0,1734.0,1505.0,5.0,40.0,Hyundai,Ambala Cantt,Diesel
975000,2011,75000,4701.0,1826.0,1427.0,5.0,63.0,Audi,Lucknow,Diesel
2600000,2017,64000,4456.0,1796.0,1416.0,5.0,50.0,Audi,Chennai,Diesel
745000,2016,117048,4386.0,1699.0,1466.0,5.0,55.0,Skoda,Hyderabad,Diesel
495000,2017,47000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Delhi,Petrol
2450000,2018,43290,4456.0,1796.0,1416.0,5.0,50.0,Audi,Pune,Petrol
2850000,2016,7000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Delhi,Diesel
925000,2016,150000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Lucknow,Diesel
1075000,2013,125000,4705.0,1840.0,1850.0,7.0,80.0,Toyota,Delhi,Diesel
6225000,2019,42079,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Pune,Diesel
1500000,2014,69000,4915.0,1874.0,1455.0,5.0,65.0,Audi,Mohali,Diesel
625000,2011,40000,4755.0,1775.0,1900.0,5.0,92.0,Mitsubishi,Mirzapur,Diesel
325000,2011,101347,4265.0,1695.0,1510.0,5.0,45.0,Toyota,Pune,Petrol
1485000,2021,36700,4585.0,1866.0,1774.0,8.0,45.0,Mahindra,Chennai,Diesel
1650000,2012,240000,4915.0,1874.0,1455.0,5.0,75.0,Audi,Lucknow,Diesel
1800000,2014,76529,4456.0,1796.0,1416.0,5.0,50.0,Audi,Pune,Diesel
1290000,2014,85000,4585.0,1760.0,1760.0,7.0,55.0,Toyota,Bangalore,Diesel
600000,2016,99000,4331.0,1822.0,1671.0,5.0,50.0,Nissan,Chennai,Diesel
436000,2014,37959,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Delhi,Petrol
4300000,2021,60000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Chandigarh,Diesel
270000,2017,27000,3785.0,1635.0,1485.0,5.0,35.0,Datsun,Lucknow,Petrol
320000,2011,75000,4597.0,1788.0,1477.0,5.0,60.0,Chevrolet,Kanpur,Diesel
1911000,2022,1300,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Delhi,Petrol
8600000,2020,21696,4922.0,2004.0,1745.0,5.0,80.0,BMW,Mumbai,Diesel
3900000,2019,33000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Delhi,Diesel
2000000,2016,6000,4370.0,1783.0,1458.0,5.0,60.0,Volvo,Mumbai,Diesel
465000,2019,19000,3610.0,1645.0,1560.0,5.0,35.0,Hyundai,Kolkata,Petrol
875000,2019,58618,4440.0,1695.0,1495.0,5.0,40.0,Honda,Pune,Petrol
3200000,2017,10500,3850.0,1727.0,1414.0,4.0,44.0,MINI,Mumbai,Petrol
850000,2019,85641,3995.0,1835.0,1839.0,7.0,60.0,Mahindra,Bhopal,Diesel
426999,2020,41669,3679.0,1579.0,1478.0,5.0,28.0,Renault,Zirakpur,Petrol
9200000,2022,10000,4924.0,2157.0,1772.0,5.0,93.0,Mercedes-Benz,Delhi,Diesel
1035000,2018,36000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Patna,Diesel
695000,2018,31000,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
3675000,2020,37180,4454.0,2044.0,1545.0,5.0,63.0,BMW,Bangalore,Diesel
1700000,2021,14000,3985.0,1820.0,1844.0,4.0,57.0,Mahindra,Yamunanagar,Diesel
449000,2018,53512,3746.0,1647.0,1535.0,5.0,35.0,Tata,Hyderabad,Petrol
5400000,2022,4600,4596.0,1770.0,1447.0,5.0,66.0,Mercedes-Benz,Bangalore,Diesel
3950000,2021,40000,4985.0,1926.0,1867.0,6.0,75.0,MG,Delhi,Diesel
565000,2015,65000,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Ludhiana,Diesel
3775000,2019,32963,4454.0,2044.0,1545.0,5.0,63.0,BMW,Bangalore,Diesel
1275000,2012,101000,4868.0,1854.0,1470.0,5.0,80.0,Mercedes-Benz,Surat,Diesel
375000,2018,14000,3679.0,1579.0,1478.0,5.0,28.0,Renault,Mumbai,Petrol
949000,2018,50500,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Dharwad,Diesel
775000,2019,80849,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Hyderabad,Diesel
1800000,2014,19868,4915.0,1874.0,1455.0,5.0,65.0,Audi,Delhi,Diesel
825000,2016,45000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Mumbai,Petrol
509999,2019,30858,3610.0,1645.0,1560.0,5.0,35.0,Hyundai,Hyderabad,Petrol
1350000,2018,56500,4456.0,1820.0,1995.0,7.0,60.0,Mahindra,Lucknow,Diesel
650000,2020,37003,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Bangalore,Petrol
1490000,2021,11000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Lucknow,Diesel
545000,2016,53000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Jalandhar,Petrol
2950000,2018,75000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Coimbatore,Diesel
1150000,2010,120000,4868.0,1854.0,1471.0,5.0,80.0,Mercedes-Benz,Pune,Diesel
1850000,2013,44087,4385.0,1831.0,1608.0,5.0,64.0,Audi,Mumbai,Diesel
1750000,2014,59000,4879.0,1854.0,1474.0,5.0,80.0,Mercedes-Benz,Delhi,Diesel
5500000,2017,45000,5052.0,1968.0,1740.0,7.0,75.0,Audi,Mumbai,Diesel
360000,2013,92000,4425.0,1695.0,1505.0,5.0,41.0,Nissan,Lucknow,Diesel
625000,2019,48422,3998.0,1765.0,1647.0,5.0,52.0,Ford,Kolkata,Petrol
4150000,2019,29000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Delhi,Diesel
1698999,2021,37500,3985.0,1820.0,1844.0,4.0,57.0,Mahindra,Dehradun,Diesel
484999,2018,62000,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Faridabad,Petrol
4250000,2020,17000,4726.0,1842.0,1427.0,5.0,54.0,Audi,Pune,Petrol
1275000,2019,44000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Delhi,Petrol
9500000,2018,20000,4379.0,1801.0,1281.0,2.0,54.0,Porsche,Delhi,Petrol
1375000,2013,102000,4633.0,1811.0,1429.0,5.0,57.0,BMW,Bangalore,Diesel
1700000,2022,9000,4300.0,1790.0,1635.0,5.0,50.0,Hyundai,Raipur,Diesel
500000,2013,135000,4585.0,1890.0,1785.0,7.0,70.0,Mahindra,Varanasi,Diesel
6800000,2020,14500,4658.0,1890.0,1644.0,5.0,66.0,Mercedes-Benz,Pune,Diesel
715000,2019,31552,3995.0,1735.0,1515.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
380000,2016,70000,3636.0,1475.0,1670.0,5.0,35.0,Maruti Suzuki,Ahmedabad,Petrol
375000,2016,35134,3610.0,1680.0,1500.0,5.0,35.0,Honda,Delhi,Petrol
7200000,2016,45000,4879.0,2073.0,1780.0,5.0,77.0,Land Rover,Bangalore,Diesel
8190000,2020,18000,4924.0,2157.0,1772.0,5.0,93.0,Mercedes-Benz,Delhi,Diesel
695000,2018,8000,3840.0,1735.0,1530.0,5.0,37.0,Maruti Suzuki,Mumbai,Petrol
875000,2016,62125,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Patna,Diesel
3500000,2016,78000,4600.0,2069.0,1690.0,7.0,65.0,Land Rover,Pune,Diesel
685000,2018,64300,3995.0,1760.0,1555.0,5.0,40.0,Hyundai,Pune,Petrol
1875000,2021,28000,4661.0,1894.0,1786.0,7.0,50.0,Tata,Gorakhpur,Diesel
1685000,2017,28600,4659.0,1814.0,1476.0,5.0,50.0,Skoda,Mumbai,Petrol
2550000,2015,69500,4933.0,1874.0,1455.0,5.0,75.0,Audi,Chandigarh,Diesel
869999,2017,70000,4270.0,1780.0,1630.0,5.0,60.0,Hyundai,Kanpur,Diesel
875000,2018,24000,3920.0,1726.0,1930.0,6.0,60.0,Mahindra,Mumbai,Diesel
1390000,2012,69500,4385.0,1831.0,1608.0,5.0,64.0,Audi,Ahmedabad,Diesel
825000,2019,25500,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Lucknow,Diesel
785000,2017,20000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Mumbai,Petrol
2145000,2016,55000,4417.0,1804.0,1494.0,5.0,50.0,Mercedes-Benz,Mumbai,Diesel
2550000,2013,65000,5247.0,2110.0,1448.0,5.0,83.0,Jaguar,Mumbai,Petrol
6500000,2019,5750,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Bangalore,Diesel
490000,2015,50000,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Delhi,Petrol
5950000,2017,28000,5219.0,1902.0,1481.0,4.0,78.0,BMW,Delhi,Diesel
420000,2017,43000,3679.0,1579.0,1478.0,5.0,28.0,Renault,Hyderabad,Petrol
2395000,2019,44876,4475.0,1850.0,1660.0,5.0,62.0,Hyundai,Bangalore,Diesel
360000,2013,95610,3995.0,1710.0,1505.0,5.0,45.0,Hyundai,Rudrapur,Diesel
325000,2013,51000,4425.0,1695.0,1505.0,5.0,41.0,Nissan,Zirakpur,Diesel
2300000,2013,110000,4355.0,2120.0,1635.0,5.0,57.0,Land Rover,Chennai,Diesel
290000,2018,70000,3495.0,1550.0,1500.0,5.0,32.0,Hyundai,Kheda,Petrol
390000,2014,57000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Delhi,Petrol
890000,2014,63000,4540.0,1760.0,1480.0,5.0,55.0,Toyota,Delhi,Petrol
440000,2016,53807,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Gurgaon,Petrol
721000,2018,46000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Noida,Petrol
1515000,2018,67546,4670.0,1814.0,1476.0,5.0,50.0,Skoda,Ludhiana,Petrol
7000000,2021,14500,4600.0,2069.0,1724.0,7.0,70.0,Land Rover,Delhi,Petrol
949000,2018,37100,4440.0,1695.0,1495.0,5.0,40.0,Honda,Mysore,Petrol
5500000,2019,30000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Gurgaon,Diesel
319000,2018,89059,3679.0,1579.0,1478.0,5.0,28.0,Renault,Zirakpur,Petrol
459999,2013,77000,4265.0,1695.0,1685.0,7.0,45.0,Maruti Suzuki,Ludhiana,Diesel
2100000,2018,42000,4370.0,1783.0,1458.0,5.0,60.0,Volvo,Raipur,Diesel
685000,2017,58146,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Bangalore,Petrol
3900000,2020,13000,3850.0,1727.0,1414.0,4.0,44.0,MINI,Delhi,Petrol
300000,2013,75000,4265.0,1695.0,1510.0,5.0,45.0,Toyota,Kanpur,Diesel
5400000,2018,50500,4819.0,2141.0,1796.0,5.0,93.0,Mercedes-Benz,Dehradun,Diesel
4100000,2022,3826,4549.0,1796.0,1446.0,5.0,43.0,Mercedes-Benz,Ahmedabad,Diesel
6875000,2019,53000,5130.0,1934.0,1850.0,7.0,100.0,Mercedes-Benz,Dehradun,Diesel
1115000,2018,37000,4270.0,1780.0,1665.0,5.0,55.0,Hyundai,Delhi,Petrol
761000,2017,38000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Ahmedabad,Petrol
825000,2021,8499,3995.0,1745.0,1500.0,5.0,37.0,Maruti Suzuki,Thane,Petrol
650000,2016,61181,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Jaipur,Diesel
565000,2017,45000,3955.0,1694.0,1544.0,5.0,40.0,Honda,Delhi,Petrol
750000,2007,102000,5076.0,1871.0,1473.0,5.0,90.0,Mercedes-Benz,Pune,Petrol
685000,2021,9232,3805.0,1680.0,1520.0,5.0,37.0,Hyundai,Mumbai,Petrol
135000,2008,72542,3495.0,1495.0,1595.0,5.0,35.0,Maruti Suzuki,Mirzapur,Petrol
609000,2018,42601,3985.0,1734.0,1505.0,5.0,45.0,Hyundai,Udupi,Petrol
365000,2009,90000,4430.0,1817.0,1975.0,8.0,60.0,Mahindra,Lucknow,Diesel
5175000,2016,65000,5052.0,1968.0,1740.0,7.0,75.0,Audi,Pune,Diesel
2175000,2018,40000,4735.0,1830.0,1795.0,7.0,55.0,Toyota,Ludhiana,Diesel
675000,2013,106223,4755.0,1900.0,1785.0,7.0,78.0,Ssangyong,Ahmedabad,Diesel
1400000,2009,115000,4854.0,1933.0,1776.0,5.0,85.0,BMW,Coimbatore,Diesel
480000,2016,50000,3990.0,1680.0,1505.0,5.0,35.0,Honda,Guwahati,Petrol
5800000,2020,30000,4936.0,1868.0,1479.0,5.0,65.0,BMW,Mumbai,Diesel
6700000,2018,39850,5052.0,1968.0,1740.0,7.0,75.0,Audi,Surat,Diesel
625000,2014,80000,4530.0,1775.0,1470.0,5.0,56.0,Hyundai,Delhi,Diesel
1791000,2017,96095,4825.0,1860.0,1840.0,7.0,65.0,Isuzu,Thane,Diesel
422000,2018,12768,3675.0,1475.0,1800.0,5.0,40.0,Maruti Suzuki,Ahmedabad,Petrol
4200000,2021,12321,4762.0,1847.0,1433.0,5.0,54.0,Audi,Delhi,Petrol
1295000,2018,65100,4620.0,1775.0,1475.0,5.0,55.0,Toyota,Thane,Petrol
495000,2017,30000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Delhi,Petrol
585000,2019,12000,3746.0,1647.0,1535.0,5.0,35.0,Tata,Mumbai,Petrol
3950000,2019,33000,4686.0,1810.0,1442.0,5.0,66.0,Mercedes-Benz,Mumbai,Diesel
7475000,2021,13000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Delhi,Diesel
425000,2013,57000,4386.0,1699.0,1466.0,5.0,55.0,Skoda,Delhi,Petrol
4150000,2017,48000,5063.0,1860.0,1494.0,5.0,80.0,Mercedes-Benz,Chennai,Diesel
2475000,2012,118000,5089.0,1983.0,1737.0,7.0,100.0,Audi,Bangalore,Diesel
2990000,2017,44000,4936.0,1868.0,1479.0,5.0,57.0,BMW,Mumbai,Diesel
280000,2013,99000,4315.0,1822.0,1695.0,5.0,50.0,Renault,Faridabad,Diesel
1500000,2009,75000,5076.0,1871.0,1473.0,5.0,90.0,Mercedes-Benz,Chennai,Petrol
5100000,2019,79000,5091.0,1902.0,1538.0,5.0,68.0,BMW,Pune,Diesel
825000,2010,114000,4695.0,1840.0,1850.0,7.0,80.0,Toyota,Lucknow,Diesel
595000,2016,80000,3955.0,1694.0,1544.0,5.0,40.0,Honda,Delhi,Petrol
1240000,2017,57000,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Mumbai,Diesel
328000,2018,26807,3675.0,1475.0,1800.0,5.0,40.0,Maruti Suzuki,Mumbai,Petrol
625000,2018,23000,3985.0,1734.0,1505.0,5.0,40.0,Hyundai,Delhi,Petrol
409999,2015,112000,3850.0,1695.0,1530.0,5.0,42.0,Maruti Suzuki,Gurgaon,Diesel
545000,2015,70000,3995.0,1695.0,1555.0,5.0,42.0,Maruti Suzuki,Mohali,Petrol
699000,2019,53929,3971.0,1682.0,1469.0,5.0,45.0,Volkswagen,Bangalore,Petrol
390000,2014,49580,3600.0,1600.0,1560.0,5.0,35.0,Maruti Suzuki,Coimbatore,Petrol
680000,2014,85000,4620.0,1775.0,1475.0,5.0,50.0,Toyota,Kanpur,Diesel
625000,2015,61000,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Allahabad,Diesel
951000,2016,42000,4456.0,1820.0,1930.0,8.0,60.0,Mahindra,Patna,Diesel
550000,2011,69000,4420.0,1695.0,1480.0,5.0,42.0,Honda,Bangalore,Petrol
1350000,2017,70000,4395.0,1818.0,1640.0,5.0,60.0,Jeep,Chennai,Petrol
325000,2013,15780,3585.0,1595.0,1550.0,5.0,35.0,Hyundai,Thane,Petrol
2600000,2015,46000,5089.0,1983.0,1737.0,7.0,100.0,Audi,Delhi,Diesel
640000,2016,50800,4490.0,1730.0,1485.0,5.0,43.0,Maruti Suzuki,Lucknow,Petrol
450000,2011,95000,4540.0,1760.0,1480.0,5.0,55.0,Toyota,Mumbai,Petrol
750000,2010,112000,4841.0,1846.0,1468.0,5.0,70.0,BMW,Pune,Diesel
5300000,2020,36000,4939.0,1886.0,1457.0,5.0,73.0,Audi,Chennai,Petrol
5800000,2019,3500,4688.0,1902.0,1658.0,5.0,71.0,Volvo,Ludhiana,Diesel
801000,2018,30000,3995.0,1790.0,1640.0,5.0,48.0,Maruti Suzuki,Patna,Diesel
1090000,2017,19000,4456.0,1820.0,1995.0,8.0,60.0,Mahindra,Delhi,Diesel
245000,2014,31100,3620.0,1475.0,1460.0,5.0,35.0,Maruti Suzuki,Jamshedpur,Petrol
475000,2014,65000,3990.0,1680.0,1505.0,5.0,35.0,Honda,Coimbatore,Petrol
2800000,2017,49000,4795.0,1855.0,1835.0,7.0,80.0,Toyota,Delhi,Diesel
2950000,2020,11000,4456.0,1796.0,1416.0,5.0,50.0,Audi,Pune,Diesel
545000,2019,28000,3765.0,1660.0,1520.0,5.0,43.0,Hyundai,Kharar,Petrol
3975000,2021,9400,4903.0,1869.0,1837.0,7.0,80.0,Ford,Delhi,Diesel
4200000,2017,77000,4656.0,1890.0,1639.0,5.0,66.0,Mercedes-Benz,Pune,Diesel
434999,2017,27000,3995.0,1660.0,1520.0,5.0,43.0,Hyundai,Kolkata,Diesel
315000,2017,15507,3679.0,1579.0,1478.0,5.0,28.0,Renault,Pune,Petrol
900000,2016,70000,4755.0,1900.0,1785.0,7.0,78.0,Ssangyong,Mirzapur,Diesel
550000,2015,44000,4440.0,1695.0,1495.0,5.0,40.0,Honda,Kolkata,Petrol
